path,expected,produced,bytes
outputs/analysis/metric_sensitivity.csv,True,True,977
outputs/analysis/paired_fold_differences.csv,True,True,1067
outputs/audit/applied_rulings.csv,True,True,920
outputs/audit/data_audit.csv,True,True,1010
outputs/audit/environment.json,True,True,1112
outputs/audit/evaluation_framework.md,True,True,886
outputs/audit/feature_display_names.csv,True,True,714
outputs/audit/invariant_results.json,True,True,3714
outputs/audit/leakage_register.csv,True,True,39
outputs/audit/problem_definition.md,True,True,711
outputs/audit/reproducibility.json,True,True,214
outputs/audit/target_rate_by_position.csv,True,True,184
outputs/audit/warnings.csv,True,True,108
outputs/eda/correlation_matrix.csv,True,True,8699
outputs/eda/eda_findings.md,True,True,1596
outputs/findings/structural_findings.md,True,True,2050
outputs/interpretability/dt_structure.txt,True,True,1598
outputs/interpretability/feature_rankings_combined.csv,True,True,2059
outputs/interpretability/interpretability_summary.csv,True,True,762
outputs/interpretability/lr_coefficients.csv,True,True,3692
outputs/interpretability/native_importance_dt.csv,True,True,867
outputs/interpretability/native_importance_lr.csv,True,True,3373
outputs/interpretability/native_importance_rf.csv,True,True,1034
outputs/interpretability/native_importance_terms_dt.csv,True,True,2233
outputs/interpretability/native_importance_terms_rf.csv,True,True,2657
outputs/interpretability/native_importance_terms_xgb.csv,True,True,2531
outputs/interpretability/native_importance_xgb.csv,True,True,1013
outputs/interpretability/permutation_importance_dt.csv,True,True,1341
outputs/interpretability/permutation_importance_lr.csv,True,True,1574
outputs/interpretability/permutation_importance_rf.csv,True,True,1577
outputs/interpretability/permutation_importance_xgb.csv,True,True,1571
outputs/interpretability/shap_summary_dt.csv,True,True,2425
outputs/interpretability/shap_summary_lr.csv,True,True,2732
outputs/interpretability/shap_summary_rf.csv,True,True,2888
outputs/interpretability/shap_summary_xgb.csv,True,True,2614
outputs/interpretability/shap_terms_dt.csv,True,True,2694
outputs/interpretability/shap_terms_lr.csv,True,True,3164
outputs/interpretability/shap_terms_rf.csv,True,True,3610
outputs/interpretability/shap_terms_xgb.csv,True,True,3299
outputs/manifest.csv,True,True,4530
outputs/modelling/baseline_cv.csv,True,True,211
outputs/modelling/calibration.csv,True,True,442
outputs/modelling/confusion_matrices.csv,True,True,79
outputs/modelling/nested_cv.csv,True,True,6910
outputs/modelling/oof_predictions_dt.csv,True,True,19832
outputs/modelling/oof_predictions_lr.csv,True,True,21933
outputs/modelling/oof_predictions_rf.csv,True,True,21905
outputs/modelling/oof_predictions_xgb.csv,True,True,22017
outputs/modelling/reliability_bins.csv,True,True,1508
outputs/modelling/test_results.csv,True,True,804
outputs/modelling/threshold_sweep_dt.csv,True,True,3128
outputs/modelling/threshold_sweep_lr.csv,True,True,53089
outputs/modelling/threshold_sweep_rf.csv,True,True,53926
outputs/modelling/threshold_sweep_xgb.csv,True,True,53177
outputs/modelling/thresholds_selected.csv,True,True,462
outputs/preprocessing/feature_sets_by_model.csv,True,True,967
outputs/registry.csv,True,True,57420
outputs/registry_expected_keys.csv,True,True,13901
outputs/split/fold_indices.pkl,True,True,32749
outputs/split/split_spec.json,True,True,9254
plots/calibration/reliability_curves.png,True,True,130630
plots/eda/class_balance.png,True,True,35692
plots/eda/correlation_heatmap.png,True,True,239455
plots/eda/quantitative_by_outcome.png,True,True,98198
plots/eda/target_rate_by_position.png,True,True,56827
plots/interpretability/decision_tree.png,True,True,625572
plots/interpretability/lr_coefficients.png,True,True,116216
plots/interpretability/permutation_importance_dt.png,True,True,87599
plots/interpretability/permutation_importance_lr.png,True,True,89406
plots/interpretability/permutation_importance_rf.png,True,True,87967
plots/interpretability/permutation_importance_xgb.png,True,True,86639
plots/interpretability/shap_importance_dt.png,True,True,82572
plots/interpretability/shap_importance_lr.png,True,True,86175
plots/interpretability/shap_importance_rf.png,True,True,82497
plots/interpretability/shap_importance_xgb.png,True,True,83879
plots/thresholds/threshold_sweep_dt.png,True,True,80147
plots/thresholds/threshold_sweep_lr.png,True,True,93925
plots/thresholds/threshold_sweep_rf.png,True,True,90256
plots/thresholds/threshold_sweep_xgb.png,True,True,91037
